"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"mdp.39015053764299",3591024,21448140,"PS3563.A255R6 1990","oclcid","McCaffrey, Anne.",,"New York|Ace/Putnam|c1990.",1990,,"nyu",,,"Fiction","The Rowan"
"pst.000045370397",7058480,21438128,,"taggedfantasy","Hoban, Russell.",,"New York|Dell|1990], c1967.",1990,,"xx ",,"Fantasy","NotFiction","The mouse and his child"
"mdp.39015018902018",2214335,20596127,"PS3553.A7646C5 1990","fuzzymatch","Carroll, Jonathan,","1949-","New York|Doubleday|1990.",1990,,"nyu",,,"Fiction","A child across the sky"
"pst.000050237340",7509967,23829940,,"fuzzymatch","Tolkien, J. R. R. (John Ronald Reuel),","1892-1973.","Boston|Houghton Mifflin|1991, c1990.",1990,,"mau",1991,,"Fantastic fiction|Fiction","Smith of Wootton Major"
"mdp.39015062083913",2233384,21333332,"PS3572.O5H6 1990","fuzzymatch","Vonnegut, Kurt.",,"New York|Putnam's|c1990.",1990,,"nyu",,"Fiction|Vietnam War, 1961-1975","Fiction","Hocus pocus"
"mdp.39015019432841",2446629,22505741,"PS3554.O98S57 1990","taggedfantasy","Dozois, Gardner R.",,"Kansas City, MO|Ursus Imprints|Shingletown, CA|Mark V. Ziesing|1990.",1990,,"mou",,"Collaboration|Science fiction, American|Authorship|Fantasy fiction, American","Bibliographies|Fiction","Slow dancing through time"
"mdp.39015054028231",2446743,22917711,,"fuzzymatch","Rushdie, Salman.",,"London|Granta Books in association with Penguin Books|1990.",1990,,"enk",,,"Fiction","Haroun and the sea of stories"
"mdp.39015019810483",2449882,20169970,"PS3552.R6596S28 1990","oclcid","Brooks, Terry.",,"New York|Ballantine Books|1990.",1990,,"nyu",,,"Fiction","The scions of Shannara"
"mdp.39015019436750",2448257,22508064,"PS3573.A4228N54 1990","taggedfantasy","Waldrop, Howard.",,"Kansas City, Mo.|Ursus Imprints|Shingletown, CA|M.V. Ziesing|1990.",1990,,"mou",,"Fantasy fiction, American","Fiction","Night of the cooters : | more neat stories"
"mdp.39015069971276",5632768,22143548,"PS3573.I45563S76 1990","fuzzymatch","Williams, Tad.",,"New York|DAW Books|Distributed by Penguin U.S.A.|1990.",1990,,"nyu",,,"Novel|Fantastic fiction","Stone of farewell"
"mdp.39015055878501",3818038,20491176,"PS648.F3R57 1990","taggedfantasy",,,"New York|Bonanza Books|1990.",1990,,"nyu",,"Horror tales, American|Fantasy fiction, American","Fiction","Rivals of Weird tales : | 30 great fantasy & horror stories from the weird fiction pulps"
"mdp.39015056801825",3849214,22621755,,"taggedfantasy","Duane, Diane.",,"New York|Guild America Books|1990",1990,,"nyu",,"Fantasy|Science fiction","NotFiction","Support your local wizard"
"mdp.39015069128471",5399519,23649727,"PN6120.95.M155W58 1991","taggedfantasy",,,"New York|Penguin Books|1991.",1991,,"nyu",,"Fiction|Magic|Witches|Short stories|Warlocks|Fantasy fiction|Wizards","Bibliographies|Short stories","The Penguin book of witches & warlocks : | tales of black magic, old & new"
"mdp.39015055166253",3781699,23015695,"PN6069.W65T35 1991","taggedfantasy",,,"Freedom, Calif.|Crossing Press|c1991.",1991,,"cau",,"Women authors|20th century|Magic realism (Literature)|Literature, Modern|Fantasy fiction|Science fiction","Fiction","Tales of magic realism by women : | dreams in a minor key"
"mdp.39015054262376",3603782,24345268,,"taggedfantasy",,,"New York|Ace Books|c1991.",1991,,"nyu",,"Fantasy fiction|Humor in literature","Short stories","Smart dragons, foolish elves"
"uc1.32106013120784",7132737,30413449,,"fuzzymatch","Gentle, Mary",,"New York, N.Y., U.S.A.|ROC|1994], c1991",1991,,"nyu",,"Fiction|Renaissance","Fiction","The architecture of desire"
"pst.000019808628",8384993,27493010,,"oclcid","Forrestal, Elaine.",,"Ringwood, Victoria, Australia|Puffin Books|1991.",1991,,"xx ",,,"NotFiction","The watching lake"
"mdp.39015028914631",2729712,23461885,,"oclcid","Barrett, Neal.",,"Shingletown, CA|M.V. Ziesing|1991.",1991,,"cau",,,"Fiction","The hereafter gang"
"inu.30000026340889",8566666,22918385,,"taggedfantasy","Anthony, Piers.",,"New York|Ace|1991.",1991,,"nyu",,"Fantasy","NotFiction","Phaze doubt"
"mdp.39015024993415",2525341,23731888,"PS648.F3B7 1991","taggedfantasy",,,"New York|ROC|c1991.",1991,,"nyu",,"Fantasy fiction, American","Fiction","The Bradbury chronicles : | stories in honor of Ray Bradbury"
"pst.000016155800",7044632,22887599,"PZ7.B4713Ve 1991","fuzzymatch","Bianco, Margery Williams,","1881-1944","New York|Doubleday|1991?].",1991,,"xx ",,"Fiction|Toys","NotFiction","The velveteen rabbit, or, How toys become real"
"mdp.39015028917980",2731775,24143873,"PS3552.E53F33 1991","fuzzymatch","Bellairs, John.",,"New York|Collier Books|Toronto|Maxwell Macmillan Canada|New York|Maxwell Macmillan International|1991.",1991,,"nyu",,,"Fiction","The face in the frost"
"inu.30000029791955",7588265,25197766,,"taggedfantasy","Sinclair, Iain,","1943-","London|Paladin Grafton Books|1991.",1991,,"enk",,"Fantasy fiction, English","Fiction","Downriver, (or the vessels of wrath) : | a narrative in twelve tales"
"mdp.39015061154822",4735945,24376855,"PS3573.O497S48 1991","oclcid","Wolfe, Chris Anne.",,"Norwich, Vt.|New Victoria Publishers|c1991.",1991,,"vtu",,"Fiction|Amazons|Lesbians","Novel|Fantasy fiction","Shadows of Aggar"
"mdp.39015022268869",2530284,23582751,"PS3563.A25316K56 1991","oclcid","MacAvoy, R. A.",,"New York|Morrow|c1991.",1991,,"nyu",,,"Fiction|Fantastic fiction","King of the dead"
"mdp.39015056812285",3850028,23768529,"PS3576.E43B75 1991","oclcid","Zelazny, Roger.",,"New York|Bantam Books|1991.",1991,,"nyu",,"Fairy tales|Fiction|Good and evil|Demonology|Angels","Fiction","Bring me the head of Prince Charming"
"mdp.39015061465624",4981204,23768093,"PS648.F3F34 1991","taggedfantasy",,,"New York|Gramercy Books|Distributed by Outlet Book Co.|1991.",1991,,"nyu",,"Horror tales, American|Fantasy fiction, American","Short stories","Famous fantastic mysteries : | 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels"
"mdp.39015054189918",2543278,23767657,"PS3576.E43P7 1991","fuzzymatch","Zelazny, Roger.",,"New York|W. Morrow|c1991.",1991,,"nyu",,"Fiction|Castle Amber (Imaginary place)","Fiction|Fantastic fiction","Prince of chaos"
"inu.30000029427220",7593872,23767440,"PS648.F3O53 1991","taggedfantasy",,,"New York|Ballantine Books|1991.",1991,,"nyu",,"Short stories|United States|Fantasy fiction, American|Fantasy|Fairy tales","Fiction","Once upon a time : | a treasury of modern fairy tales"
"mdp.39015021502573",2475447,22542434,"PS3555.M54S74 1991","oclcid","Emshwiller, Carol.",,"San Francisco|Mercury House|1991.",1991,,"cau",,,"Fiction","The start of the end of it all : | short fiction"
"inu.30000002696569",7584787,,,"taggedfantasy",,,"London|Robinson Publishing|1992.",1992,,"enk",,"Arthurian romances|Fantasy fiction, American|Fantasy fiction, English","Fiction","The Camelot chronicles : | heroic adventures from the time of King Arthur"
"mdp.39015025289177",2581296,23968867,"PS3554.I328D73 1992","oclcid","Dickson, Gordon R.",,"New York|Ace Books|1992.",1992,,"nyu",,"Fiction|1066-1485|Dragons|Social life and customs | Fiction","Fiction|Fantastic fiction","The dragon on the border"
"mdp.39015032929377",2855756,26483646,,"taggedfantasy",,,"Fredonia, N.Y.|White Pine Press|1992.",1992,,"nyu",,"Fantasy fiction, Chilean|Women authors|Fantasy fiction, Argentine|20th century|Argentine fiction|Chilean fiction|Translations into English","Bibliographies|Fiction","Secret weavers : | stories of the fantastic by women writers of Argentina and Chile"
"mdp.39015025196075",2566481,24430033,"PS3569.H415K5 1992","taggedfantasy","Sherman, Charlotte Watson,","1958-","Corvallis, Or.|Calyx Books|c1992.",1992,,"oru",,"Paranormal fiction|Fiction|African Americans|Fantasy fiction, American","Fiction|Short stories","Killing color"
"mdp.39015058065924",4353671,36639853,"PS3570.A483T45 1992","taggedfantasy","Tan, Cecilia,","1967-","Boston, MA|Circlet Press|c1992.",1992,,"mau",,"Fiction|Erotic stories, American|Telepathy|Science fiction, American|Sadomasochism|Fantasy fiction, American","Short stories","Telepaths don't need safewords and other stories from the erotic edge of SF/fantasy"
"mdp.39015051807199",3793246,50863022,,"taggedfantasy","Tem, Steve Rasnic,","1950-","West Warwick, RI|Necronomicon Press|c1992.",1992,,"riu",,"Horror tales, American|Fantasy fiction, American","Fiction","Decoded mirrors : | 3 tales after Lovecraft"
"pst.000020797867",7057112,81901849,,"fuzzymatch","Myers, Edward.",,"New York, N.Y., U.S.A.|Penguin Group|1992.",1992,,"xx ",,,"NotFiction","The mountain made of light"
"pst.000056808643",12257611,25237376,,"taggedfantasy","Moon, Elizabeth.",,"Riverdale, N.Y.|Baen Pub. Enterprises|Distributed by Simon & Schuster|c1992.",1992,,"nyu",,"Fantasy fiction, American","Fantastic fiction|Fiction","The deed of Paksenarrion"
"mdp.39015066047369",5403986,28507276,,"taggedfantasy","Cook, Hugh,","1956-2008.","Gerrards Cross [England|Colin Smythe|Chester Springs, PA|Dufour Editions, US distributor|1992.",1992,,"enk",,"Fiction|Magic|Pirates|English fiction|New Zealand|Fantasy fiction","Novel","The walrus and the warwolf"
"coo.31924075476956",12371976,26352473,"PR5162.M3 1992","fuzzymatch","Peacock, Thomas Love,","1785-1866.","Felinfach|Llanerch Publishers|1992.",1992,,"enk",,,"Fiction","Maid Marian"
"mdp.39015022235454",2534567,25196267,,"taggedfantasy","Wilson, Colin,","1931-","London|HarperCollins|1992.",1992,,"enk",,"Fantasy fiction, English|Fantasy fiction","Fiction","Spider world--the magician"
"mdp.49015001387621",4522605,26547823,"PS648.S3F855 1993","taggedfantasy",,,"New York|Bantam Books|c1993.",1993,,"nyu",,"Fantasy fiction, American|Science fiction, American","Fiction","Full spectrum 4"
"mdp.39015032184502",2908510,30402181,"PR9199.3.S794N63 1993","oclcid","Stewart, Sean,","1965-","Don Mills, Ont.|Maxwell Macmillan Canada|c1993.",1993,,"onc",,,"Fiction|Fantastic fiction","Nobody's son"
"pst.000032785753",7496690,36269806,,"fuzzymatch","Carmody, Isobelle.",,"New York|Puffin Books|1996, c1993.",1993,,"xxu",1996,"Supernatural|Fiction","NotFiction","The Gathering"
"mdp.39015061868512",4974520,30908262,,"oclcid","Love, Penelope.",,"Oakland, CA|Chaosium Inc.|1993.",1993,,"cau",,,"Novel|Fantastic fiction","Castle of eyes"
"mdp.39015062495752",5123339,26161432,"PS648.S3S48 1992","taggedfantasy",,,"New York|William Morrow and Co.|c1993.",1993,,"nyu",,"Fairy tales|Fantasy fiction, English|Science fiction, English|Adaptations|Science fiction, American|Fantasy fiction, American","Fairy tales|Short stories|Science fiction","Snow white, blood red"
"mdp.49015002042977",4532736,27683053,"PS3561.R46A64 1993","taggedfantasy","Kress, Nancy.",,"Sauk City, Wis.|Arkham House Publishers|c1993.",1993,,"wiu",,"Fantasy fiction, American","Short stories","The aliens of earth"
"uc1.32106011542344",4756042,29837102,,"taggedfantasy",,,"Sawtry, Cambs|Dedalus|c1993.",1993,,"enk",,"Fantasy fiction, Dutch|Dutch fiction","Fiction","The Dedalus book of Dutch fantasy"
"mdp.39015029540443",2635754,26632171,"PR9199.3.K4422G7 1993","fuzzymatch","King, Thomas,","1943-","Boston|Houghton Mifflin|1993.",1993,,"mau",,"Fiction|Indians of North America|Coyote (Legendary character)","Fiction","Green grass, running water"
"mdp.39015054031656",3450134,29136140,"PS3560.O7617F57 1993","fuzzymatch","Jordan, Robert,","1948-2007.","New York|TOR|1993.",1993,,"nyu",,,"Fiction|Fantastic fiction","The fires of heaven"
"mdp.39015064125274",5242102,30666564,"PS3569.C5684T73 1993","taggedfantasy","Schweitzer, Darrell,","1952-","Buffalo, N.Y.|W. Paul Ganley|1993.",1993,,"nyu",,"Horror tales, American|Fantasy fiction, American","Short stories","Transients, and other disquieting stories"
"pst.000045148910",12257624,26503922,"PS3563.A255D4 1993","fuzzymatch","McCaffrey, Anne.",,"New York|G.P. Putnam's Sons|c1993.",1993,,"xxu",,"Telepathy|Fiction","Science fiction|NotFiction","Damia's children"
"pst.000023270350",9441580,28740710,,"taggedfantasy","Lee, Tanith.",,"s.l.|Guild America Books|1993.",1993,,"xx ",,"Paradys (Imaginary place)|Fiction|Fantasy fiction, English","NotFiction","The book of the dead ; The book of the mad"
"mdp.39015061381797",4905285,41639739,,"taggedfantasy",,,"Cambridge, MA|Circlet Press|c1997, 1993.",1993,,"mau",,"Fiction|Women|Fantasy fiction, American|Erotic stories, American","Short stories","Sexmagick : | women conjuring erotic fantasy"
"mdp.39015053538602",3582238,32413407,"PS648.H57M45 1994","taggedfantasy",,,"New York, N.Y.|Masquerade Books|1994.",1994,,"nyu",,"Fiction|Gay men|Erotic stories, American|Gay men's writings, American|Science fiction, American|Male authors|Fantasy fiction, American","Fiction","Meltdown! : | an anthology of erotic science fiction and dark fantasy for gay men"
"mdp.49015002208008",4534553,30795467,"PS3562.A246S76 1994","fuzzymatch","Lackey, Mercedes.",,"New York|DAW Books|Distributed by Penguin USA|c1994.",1994,,"nyu",,,"Fiction","Storm warning"
"mdp.39015032279591",2952652,30895962,"PS3573.I45563C35 1994","fuzzymatch","Williams, Tad.",,"New York, N.Y.|HarperPrism|c1994.",1994,,"nyu",,"Midsummer night's dream|Fiction|Shakespeare, William|1564-1616","Fiction|Fantastic fiction","Caliban's hour"
"mdp.39015033993000",2963277,31011846,"PS3562.A14O5 1994","oclcid","LaFarge, Tom,","1947-","Los Angeles, CA|Sun & Moon Press|1994.",1994,,"cau",,"Fiction|Bears","Fiction|Fantastic fiction","A hundred doors"
"mdp.49015002238708",4534969,30062558,,"taggedfantasy","Springer, Nancy.",,"New York|Roc|1994.",1994,,"nyu",,"Fiction|Fantasy fiction","Fiction","Metal angel"
"mdp.49015002141928",4534020,29911929,"PS648.P65K56 1994","taggedfantasy",,,"New York|Delta|c1994.",1994,,"nyu",,"1935-1977|Presley, Elvis|Fiction|Death and burial|Fantasy fiction, American","Fiction","The King is dead : | tales of Elvis postmortem"
"mdp.39015062431161",5083173,29703584,"PS648.F3O98 1994","taggedfantasy",,,"New York|Bantam Books|1994.",1994,,"nyu",,"Fairy tales|Fiction|Androgyny (Psychology)|Gender identity|Adaptations|Fantasy fiction, American","Short stories","The outspoken princess and the gentle knight : | a treasury of modern fairy tales"
"pst.000023323766",7050307,29876877,"PS3555.H65K55 1994","fuzzymatch","Ehrenreich, Barbara.",,"New York|HarperPerennial|1994.",1994,,"xxu",,,"NotFiction","Kipper's game"
"mdp.39015042819667",4019422,30544451,"PS3554.E425A63 1994","oclcid","Deitz, Tom.",,"New York|W. Morrow|c1994.",1994,,"nyu",,,"Fiction|Fantastic fiction","Above the lower sky"
"mdp.39015033257281",2954756,31358691,,"taggedfantasy","Rawn, Melanie.",,"New York|Daw Books|c1994.",1994,,"nyu",,"Fantasy fiction","Fiction","The Ruins of Ambrai"
"inu.30000038067421",6810705,30667846,"PR8876.5.F35L47 1994","taggedfantasy",,,"New York|Sterling Pub. Co.|c1994.",1994,,"nyu",,"Fairy tales|Fiction|Fantasy fiction, English|Leprechauns|Folklore|Irish authors|Ireland","Fiction","The leprechaun book"
"mdp.39015033971493",2970930,29183659,"PS3560.A116B74 1994","taggedfantasy","Jablokov, Alexander.",,"Sauk City, Wis.|Arkham House Publishers|c1994.",1994,,"wiu",,"Fantasy fiction, American","Fiction","The breath of suspension"
"mdp.39015032718663",2898622,29952049,"PS3555.D38H5 1994","oclcid","Eddings, David.",,"New York|Ballantine Books|1994.",1994,,"nyu",,,"Fiction|Fantastic fiction","The hidden city"
"mdp.39015074369771",5838639,31602045,"PS3519.A414S66 1994","taggedfantasy","Jacobi, Carl,","1908-1997.","Minneapolis, Minn.|Fedogan & Bremer|1994.",1994,,"mnu",,"Horror tales, American|Fantasy fiction, American","Short stories","Smoke of the snake"
"mdp.39015033985543",2959848,29387066,"PS3568.U298H33 1994","oclcid","(Rudy von Bitter), Rucker, Rudy v. B.","1946-","New York|W. Morrow|c1994.",1994,,"nyu",,"Fiction|Artificial intelligence|Computer viruses","Science fiction|Fiction","The hacker and the ants"
"mdp.39015035322463",2978606,30309062,,"fuzzymatch","O'Donohoe, Nick.",,"New York|Ace Books|1994.",1994,,"nyu",,"Fiction|Women veterinarians|Animals, Mythical","Fiction|Fantastic fiction","The magic and the healing"
"mdp.39015017431738",2906572,28632169,"PR6066.A84K58 1994","fuzzymatch","Paton Walsh, Jill,","1937-","Boston|Houghton Mifflin|1994.",1994,,"mau",,"Feral children|Monks|Islands of the Mediterranean|Europe|Middle Ages|Fiction","Fiction|Historical fiction","Knowledge of angels"
"mdp.39015033982995",2973365,31828745,,"fuzzymatch","Brown, Mary,","1929-","Riverdale, NY|Baen Pub. Enterprises|New York, NY|Distributed by Paramount|c1994.",1994,,"nyu",,"Fiction|Animals","Fiction|Fantastic fiction","Pigs don't fly"
"mdp.39015061860394",4948946,36639850,"PS648.E7W57 1994","taggedfantasy",,,"Boston, MA|Circlet Press|c1994.",1994,,"mau",,"Fiction|Gay men|Erotic stories, American|Gay men's writings, American|Gay erotic literature|Science fiction, American|Fantasy fiction, American","Short stories","Wired hard : | erotica for a gay universe"
"mdp.39015032277991",2952360,29953268,"PS648.F3B53 1994","taggedfantasy",,,"New York|W. Morrow|c1994.",1994,,"nyu",,"Adaptations|Fairy tales|Fantasy fiction, American","Bibliographies|Fiction|Fantastic fiction","Black thorn, white rose"
"mdp.39015034242647",2981787,29878269,"PS3566.O4798T46 1994","oclcid","Pollack, Rachel.",,"New York|St. Martin's Press|1994.",1994,,"nyu",,,"Fiction|Fantastic fiction","Temporary agency"
"mdp.39015037861179",3030726,32809754,,"taggedfantasy",,,"Stone Mountain, Ga.|White Wolf Pub.|c1994.",1994,,"gau",,"Fantasy fiction|Horror tales","Fiction|Horror tales|Fantastic fiction","Tombs"
"mdp.39015064094074",5223013,29466036,"PS509.G68G74 1994","taggedfantasy",,,"New York|ROC|c1994.",1994,,"nyu",,"Fiction|Fantasy fiction, American|Grail","Fantastic fiction|Short stories","Grails : | visitations of the night"
"mdp.39015064100095",5227619,31726601,,"taggedfantasy",,,"Stone Mountain, Ga.|White Wolf|c1994.",1994,,"gau",,"Fiction|Fantasy fiction, English|Elric of Melniboné (Fictitious character)|Horror tales, American|Swords|Fantasy fiction, American|Horror tales, English","Fantastic fiction|Short stories|ContainsBiogMaterial|Epic fiction","Michael Moorcock's Elric : | tales of the white wolf: an original anthology"
"mdp.39015017436554",2906586,28848003,"PS3554.U279C66 1994","taggedfantasy","Ducornet, Rikki,","1943-","Normal, Ill.|Dalkey Archive Press|1994.",1994,,"ilu",,"Fantasy fiction, American","Fiction","The complete butcher's tales"
"mdp.39015063169794",5209900,28634030,"PS509.G68G73 1994","taggedfantasy",,,"New York|Roc|c1994.",1994,,"nyu",,"Christian literature, American|Grail|Fantasy literature, American|Literary collections|Short stories|Fantasy fiction","Fantastic fiction|Short stories|Christian fiction","Grails : | quests of the dawn"
"mdp.49015003174084",5665843,60235817,,"fuzzymatch","Horwood, William.",,"London|HarperCollins|1995.",1995,,"enk",,,"Novel","The willows in winter"
"mdp.39015066031439",3002835,32889734,,"taggedfantasy","Eddings, David.",,"New York|Ballantine Books|c1995.",1995,,"nyu",,"Fantasy fiction, American","Fiction|Fantastic fiction","Belgarath the sorcerer"
"mdp.39015038410695",3030812,32890852,"PR6062.E584D48 1995","taggedfantasy","Lenihan, Edmund.",,"Dublin|Mercier Press|Chester Springs, PA|U.S. distributor, Dufour Eds.|c1995.",1995,,"ie ",,"Devil|Fiction|Fantasy fiction, English|Irish authors","Fiction","The Devil is an Irishman"
"pst.000032904703",12257586,35786798,,"fuzzymatch","Lackey, Mercedes.",,"Riverdale, NY|Baen Books|New York, NY|Distributed by Simon & Schuster|1996], c1995.",1995,,"xxu",,"Alchemy|Werewolves|Fiction","Fantastic fiction|NotFiction","The fire rose"
"mdp.39015056812269",3850058,32429454,"PR6073.E386E95 1995","fuzzymatch","Wells, Angus.",,"New York|Bantam Books|1996, c1995.",1995,,"nyu",,,"Fiction","Exile's children"
"mdp.39015034274525",2989473,32316404,,"fuzzymatch","Kesavan, Mukul.",,"London|Chatto & Windus|1995.",1995,,"enk",,,"Fiction","Looking through glass"
"mdp.39015069130105",5400284,32596539,,"taggedfantasy",,,"New York, N.Y.|Penguin Group|c1995.",1995,,"nyu",,"Women authors|Fiction|Women|Fantasy fiction, American|American fiction","Short stories","Sisters in fantasy"
"mdp.39015061154988",4739324,34319188,"PS648.F3F345 1995","taggedfantasy",,,"New York|Ace Books|1995.",1995,,"nyu",,"Adaptations|Fantasy fiction, American|Carroll, Lewis|1832-1898","Short stories","Fantastic Alice"
"mdp.39015056268603",3836264,32232297,,"fuzzymatch","Bujold, Lois McMaster.",,"New York, NY|Baen Publishing|1995, c1994.",1995,,"nyu",,,"Fiction","Mirror dance"
"mdp.39015056228425",3827706,32015746,"PS3562.U234S53 1995","oclcid","Lucas, George,","1944-","New York|Bantam Books|c1995.",1995,,"nyu",,,"Fiction","Shadow moon"
"mdp.39015056813804",3850145,44677826,,"fuzzymatch","Schweitzer, Darrell,","1952-","Garden City, N.Y.|SFBC Fantasy|c1995.",1995,,"nyu",,,"Novel","The mask of the sorcerer"
"mdp.39015034418064",2999411,31814750,"PS3558.O3447P73 1995","fuzzymatch","Hoffman, Alice.",,"New York|Putnam|c1995.",1995,,"nyu",,"Women|Paranormal fiction|Fiction","Fiction|Fantastic fiction","Practical magic"
"mdp.39015047580728",4058204,33391471,,"taggedfantasy","Meyrink, Gustav,","1868-1932.","Sawtry, Cambs|Dedalus|Riverside, CA|Ariadne|1995.",1995,,"enk",,"Fiction|Legends|Fantasy fiction, German|Translations into English|Paranormal fiction|Golem","Fiction|Bibliographies","The Golem"
"mdp.39015061005289",5055124,31167284,"PS3573.E3978K57 1995","oclcid","Weis, Margaret.",,"New York|ROC|1995.",1995,,"nyu",,,"Novel|Science fiction","Knights of the Black Earth"
"inu.30000056861648",6810704,32892996,"PR8875.R36 1995","taggedfantasy",,,"Dublin|Attic Press|1995.",1995,,"ie ",,"English fiction|Irish authors|Fantasy fiction|Short stories","Fiction","Rapunzel's revenge : | more feminist farytales."
"inu.30000036708570",7593827,31900102,"PS3562.L94S57 1995","oclcid","Llywelyn, Morgan.",,"Riverdale, NY|Bean Pub. Enterprises|New York, NY|Distributed by Simon & Schuster|1995.",1995,,"nyu",,,"Fantastic fiction|Fiction","Silverhand"
"mdp.39015031717948",2985712,31865403,"PQ9281.A66J313 1995","fuzzymatch","Saramago, José.",,"New York|Harcourt Brace|c1995.",1995,,"nyu",,,"Fiction|Fantastic fiction","The stone raft"
"mdp.39015073374236",4353670,38261047,,"taggedfantasy",,,"New York, N.Y.|Masquerade Books|1995.",1995,,"nyu",,"Social aspects|Fiction|Gay men|Short stories, American|Erotic stories, American|Gay erotic literature|Computer bulletin boards|Fantasy fiction, American","NotFiction","Hot bauds : | a selection of steamy BBS writings"
"mdp.39015061137264",4728529,36958856,"PS648.E7T35 1996","taggedfantasy",,,"Cambridge, MA|Circlet Press|c1996.",1996,,"mau",,"Fiction|Bondage (Sexual behavior)|Cats|Erotic stories, American|Telepathy|Science fiction, American|Fantasy fiction, American","Short stories","Tales from the erotic edge : | a Circlet omnibus"
"mdp.39015061002880",5050633,35648111,,"taggedfantasy","McDowell, Ian.",,"New York, N.Y.|Avon Books|c1996.",1996,,"nyu",,"Fiction|Mordred (Legendary character)|Fantasy fiction, American|Arthur|King","Novel|Fantastic fiction","Mordred's curse"
"mdp.39015041124887",3166206,37356607,,"oclcid","Carmody, Isobelle.",,"Ringwood, Vic.|Viking|1996.",1996,,"at ",,,"NotFiction","Green monkey dreams : | stories"
"mdp.39015056214490",3837675,36203515,,"taggedfantasy","Powers, Tim,","1952-","New York|Avon Books|1996, c1992.",1996,,"nyu",,"Fiction|Poker|Gambling|Paranormal fiction|Tarot (Game)|Fantasy fiction, American","Fiction","Last call"
"pst.000025122343",7491212,32314115,"PR9199.3.P453S4 1996","oclcid","Petrie, Graham.",,"New York, NY|Soho|c1996.",1996,,"xxu",,,"NotFiction","Seahorse"
"uc1.32106014482415",7133602,36022170,,"oclcid","Olsen, Lance,","1956-","San Francisco|Permeable Press|c1996",1996,,"cau",,,"Fiction","Time famine : | a novel"
"mdp.39015058737563",3902497,36031457,"PS3554.I328D68 1996a","fuzzymatch","Dickson, Gordon R.",,"New York|Ace Fantasy|1996.",1996,,"nyu",,"Fiction|Time travel|Jinn|Dragons|Middle Ages|Eckert, James (Fictitious character)","Novel|Fantasy fiction","The dragon and the Djinn"
"mdp.39015050507618",4172369,33360758,"PS3563.A7239G36 1996","fuzzymatch","Martin, George R. R.",,"New York|Bantam Books|1996.",1996,,"nyu",,,"Fiction","A game of thrones"
"mdp.39015061865633",4972047,34472150,"PS648.F3S98 1996","taggedfantasy",,,"Los Angeles|Alyson Publications|1996.",1996,,"cau",,"Fiction|Gay men|Lesbians|Gays' writings, American|Science fiction, American|Fantasy fiction, American","Short stories","Swords of the rainbow"
"mdp.39015061468552",4988150,34846648,,"taggedfantasy",,,"Elkton, Md.|Triangle Titles|c1996.",1996,,"mdu",,"Fiction|Gays|Gays' writings, American|Science fiction, American|Flight|Fantasy fiction, American","Short stories","Icarus & angels : | flights of fantasy : gay SF"
"mdp.39015038429851",3034811,32859346,"PS3551.S5M27 1996","taggedfantasy","Asimov, Isaac,","1920-1992.","New York|HarperPrism|1996.",1996,,"nyu",,"Fantasy fiction|Authorship|Fantasy fiction, American","Fiction","Magic : | the final fantasy collection"
"mdp.39015037303636",3049075,33043324,"PS3562.E42U56 1996","taggedfantasy","Le Guin, Ursula K.,","1929-","New York|HarperCollins|c1996.",1996,,"nyu",,"Fiction|Manners and customs|Fantasy fiction, American","Fiction","Unlocking the air and other stories"
"mdp.39015041030407",3162466,37257533,,"fuzzymatch","Marsden, John,","1950-","Sydney|Pan Macmillan Australia|c1996.",1996,,"at ",,,"NotFiction","Darkness, be my friend"
"mdp.39015056815106",3851300,35269942,"PR6060.O36F6 1996","fuzzymatch","Johnson, Oliver,","1957-","New York|ROC|c1996.",1996,,"nyu",,,"Fiction","The forging of the shadows"
"mdp.39015068636235",4941673,40186029,"PS3552.O8614M2 1996","taggedfantasy","Bowen, Gary.",,"New York|Masquerade Books|c1996.",1996,,"nyu",,"Fiction|Gay men|Horror tales, American|Erotic stories, American|Science fiction, American|Fantasy fiction, American","Fiction","Man hungry"
"uc1.32106012911092",7133115,36340363,,"taggedfantasy",,,"Edinburgh|Polygon|c1996",1996,,"stk",,"Fantasy literature|Scotish authors|English literature|Scottish literature","Fiction|Bibliographies","An anthology of Scottish fantasy literature"
"pst.000050247585",7049932,34736043,,"taggedfantasy","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|Barnes & Noble|1996.",1996,,"nyu",,"Fantasy fiction, English|Science fiction, English","Fiction","The sentinel"
"mdp.39015040694831",3152154,35113082,"PS3558.A47614W35 1996","taggedfantasy","Hannah, Christopher L.",,"Houston, Tex.|Tafford Pub.|c1996.",1996,,"txu",,"Fantasy fiction, American","Fiction","A walk in the garden"
"mdp.39015036073644",3094202,32969434,"PS3562.E8544W35 1996","taggedfantasy","Lethem, Jonathan.",,"New York|Harcourt Brace & Co.|c1996.",1996,,"nyu",,"Horror tales, American|Fantasy fiction, American","Fiction","The wall of the sky, the wall of the eye : | stories"
